Cloud,Humidity,Precip,Temp,Wind,Wbgt,class,alert color
34,70,0.0,86,11,82,2,Orange
8,7,0.0,98,2,77,1,Yellow
99,74,0.03,75,14,71,0,Green
3,8,0.0,113,5,86,3,Red
37,73,0.0,89,6,88,4,Black
43,70,0.02,89,5,86,3,Red
7,11,0.0,104,6,81,1,Yellow
22,68,0.0,91,7,89,4,Black
64,75,0.3,87,6,86,3,Red
100,100,0.07,68,8,69,0,Green
63,80,0.06,86,11,82,2,Orange
3,11,0.0,93,6,75,0,Green
2,29,0.0,93,5,82,2,Orange
32,75,0.01,86,3,82,2,Orange
37,61,0.0,86,7,82,2,Orange
81,87,0.01,68,7,66,0,Green
31,82,0.0,80,16,77,1,Yellow
36,68,0.02,87,6,82,2,Orange
1,20,0.0,77,3,66,0,Green
28,65,0.03,91,10,87,4,Black
2,17,0.0,62,13,49,0,Green
8,17,0.0,75,4,59,0,Green
70,72,0.2,87,7,82,2,Orange
5,16,0.0,96,2,80,1,Yellow
91,93,0.14,66,5,65,0,Green
7,14,0.0,93,9,72,0,Green
46,61,0.0,87,4,83,2,Orange
47,69,0.0,82,3,79,1,Yellow
6,8,0.0,105,6,81,1,Yellow
49,68,0.09,91,9,86,3,Red
8,37,0.0,75,2,64,0,Green
7,22,0.0,75,2,60,0,Green
2,8,0.0,96,3,78,1,Yellow
77,75,0.17,89,15,87,4,Black
60,80,0.04,86,5,82,2,Orange
49,61,0.0,71,8,65,0,Green
36,73,0.01,89,8,84,2,Orange
13,72,0.0,89,5,85,3,Red
6,11,0.0,107,7,87,4,Black
5,8,0.0,113,5,85,3,Red
7,75,0.0,89,5,85,3,Red
18,73,0.0,89,5,87,4,Black
3,6,0.0,104,7,78,1,Yellow
47,84,0.0,80,9,78,1,Yellow
3,14,0.0,109,5,87,4,Black
48,97,0.01,80,2,79,1,Yellow
4,45,0.0,77,4,68,0,Green
13,80,0.02,86,6,83,2,Orange
36,80,0.01,89,11,88,4,Black
68,78,0.1,89,10,87,4,Black
64,85,0.04,86,12,82,2,Orange
48,68,0.0,86,4,82,2,Orange
5,10,0.0,104,5,79,1,Yellow
39,72,0.01,89,5,85,3,Red
0,45,0.0,77,2,72,0,Green
46,50,0.0,89,8,82,2,Orange
5,22,0.0,84,4,69,0,Green
6,8,0.0,102,4,78,1,Yellow
6,10,0.0,109,5,86,3,Red
42,78,0.02,87,5,85,3,Red
16,80,0.0,86,2,83,2,Orange
34,68,0.0,91,6,88,4,Black
5,10,0.0,109,6,87,4,Black
45,80,0.02,86,12,83,2,Orange
6,10,0.0,104,9,80,1,Yellow
0,46,0.0,93,2,85,3,Red
14,80,0.0,86,2,83,2,Orange
64,77,0.66,87,9,87,4,Black
35,68,0.01,91,8,88,4,Black
5,13,0.0,104,3,82,2,Orange
88,78,0.0,71,7,68,0,Green
50,63,0.0,86,2,82,2,Orange
18,59,0.0,89,7,85,3,Red
12,60,0.0,82,6,78,1,Yellow
69,68,0.15,91,11,86,3,Red
1,9,0.0,111,4,88,4,Black
1,12,0.0,104,6,84,2,Orange
47,68,0.24,91,8,86,3,Red
45,73,0.04,89,12,84,2,Orange
1,27,0.0,91,6,79,1,Yellow
4,13,0.0,107,4,85,3,Red
16,84,0.0,73,4,70,0,Green
28,72,0.01,89,7,85,3,Red
60,70,0.0,86,7,82,2,Orange
8,8,0.0,111,5,85,3,Red
68,75,0.16,89,12,86,3,Red
0,51,0.0,86,10,78,1,Yellow
16,74,0.0,89,6,85,3,Red
20,67,0.0,82,5,78,1,Yellow
34,72,0.09,89,15,88,4,Black
50,80,0.25,87,12,84,2,Orange
3,8,0.0,111,3,86,3,Red
34,72,0.0,89,4,87,4,Black
11,69,0.0,82,10,80,1,Yellow
36,66,0.0,91,7,89,4,Black
37,68,0.09,91,15,88,4,Black
56,75,0.0,66,5,63,0,Green
12,16,0.0,104,4,85,3,Red
3,9,0.0,109,3,85,3,Red
86,87,0.0,71,12,71,0,Green
42,85,0.03,84,10,82,2,Orange
54,83,0.01,82,5,79,1,Yellow
5,26,0.0,82,6,68,0,Green
20,58,0.01,93,4,86,3,Red
23,77,0.0,87,3,85,3,Red
11,58,0.0,82,5,79,1,Yellow
23,72,0.0,91,8,89,4,Black
37,72,0.01,91,11,90,4,Black
43,85,0.15,84,8,82,2,Orange
4,40,0.0,95,5,87,4,Black
37,70,0.11,89,7,88,4,Black
3,19,0.0,102,4,84,2,Orange
1,51,0.0,75,2,68,0,Green
1,39,0.0,80,5,70,0,Green
31,73,0.0,89,5,88,4,Black
16,61,0.0,84,6,82,2,Orange
4,31,0.0,84,6,73,0,Green
6,9,0.0,102,9,77,1,Yellow
4,15,0.0,104,6,82,2,Orange
5,24,0.0,93,4,77,1,Yellow
2,9,0.0,100,2,80,1,Yellow
3,8,0.0,109,3,86,3,Red
7,10,0.0,102,5,79,1,Yellow
56,63,0.04,91,9,86,3,Red
63,70,0.11,89,7,84,2,Orange
7,82,0.0,86,5,82,2,Orange
4,20,0.0,100,3,84,2,Orange
16,64,0.0,91,5,88,4,Black
3,8,0.0,111,4,86,3,Red
55,82,0.3,86,9,83,2,Orange
18,66,0.01,91,5,89,4,Black
21,68,0.0,91,3,89,4,Black
6,72,0.0,82,5,79,1,Yellow
24,80,0.01,86,5,82,2,Orange
8,8,0.0,109,2,83,2,Orange
73,80,0.29,87,12,84,2,Orange
4,10,0.0,109,7,87,4,Black
49,71,0.09,89,9,86,3,Red
43,72,0.01,89,9,87,4,Black
32,65,0.0,82,12,76,0,Green
40,37,0.0,93,3,80,1,Yellow
6,10,0.0,109,5,84,2,Orange
5,14,0.0,109,5,85,3,Red
19,69,0.0,82,5,77,1,Yellow
16,11,0.0,98,10,78,1,Yellow
26,9,0.0,105,9,84,2,Orange
40,74,0.26,87,14,85,3,Red
16,66,0.0,91,5,89,4,Black
93,93,0.04,64,10,62,0,Green
8,9,0.0,107,2,81,1,Yellow
26,67,0.01,84,4,82,2,Orange
51,82,0.01,86,12,82,2,Orange
18,60,0.0,93,5,90,4,Black
44,90,0.12,82,5,81,1,Yellow
100,79,0.0,71,6,67,0,Green
70,78,0.53,87,11,84,2,Orange
58,90,0.0,77,6,77,1,Yellow
12,63,0.0,84,7,78,1,Yellow
2,25,0.0,98,3,85,3,Red
8,12,0.0,107,3,83,2,Orange
44,63,0.0,71,8,66,0,Green
100,90,0.01,75,7,73,0,Green
56,43,0.0,68,6,58,0,Green
14,55,0.0,80,7,76,0,Green
14,83,0.0,84,4,82,2,Orange
4,34,0.0,96,4,86,3,Red
9,8,0.0,116,7,88,4,Black
63,72,0.16,89,7,85,3,Red
2,9,0.0,107,2,85,3,Red
5,9,0.0,111,7,88,4,Black
3,13,0.0,84,2,67,0,Green
7,32,0.0,91,2,76,0,Green
8,15,0.0,87,13,68,0,Green
44,66,0.02,91,6,88,4,Black
29,72,0.0,82,3,82,2,Orange
3,21,0.0,95,5,77,1,Yellow
2,22,0.0,89,3,75,0,Green
0,22,0.0,96,5,80,1,Yellow
35,80,0.0,86,9,81,1,Yellow
5,10,0.0,109,5,85,3,Red
26,80,0.0,86,4,85,3,Red
23,72,0.0,80,5,75,0,Green
6,9,0.0,109,5,81,1,Yellow
4,9,0.0,113,6,88,4,Black
13,70,0.0,89,5,88,4,Black
1,24,0.0,91,5,76,0,Green
46,66,0.0,89,13,84,2,Orange
2,55,0.0,89,5,84,2,Orange
3,15,0.0,91,4,73,0,Green
91,90,0.59,80,16,80,1,Yellow
48,63,0.0,84,14,78,1,Yellow
2,12,0.0,105,4,85,3,Red
6,9,0.0,111,5,86,3,Red
82,88,0.12,75,8,72,0,Green
2,14,0.0,98,12,79,1,Yellow
4,14,0.0,109,2,88,4,Black
26,76,0.0,73,1,68,0,Green
5,12,0.0,107,5,85,3,Red
58,72,0.06,87,7,86,3,Red
13,12,0.0,100,8,79,1,Yellow
15,56,0.0,87,18,81,1,Yellow
15,77,0.0,87,4,86,3,Red
5,15,0.0,107,2,87,4,Black
40,77,0.26,87,13,86,3,Red
42,68,0.0,91,7,88,4,Black
2,11,0.0,109,4,87,4,Black
58,75,0.32,89,7,87,4,Black
34,68,0.0,91,6,89,4,Black
18,77,0.0,87,7,84,2,Orange
91,100,0.19,66,6,66,0,Green
18,36,0.0,95,2,86,3,Red
50,59,0.0,86,2,82,2,Orange
10,15,0.0,84,3,65,0,Green
3,15,0.0,98,4,80,1,Yellow
5,16,0.0,96,2,77,1,Yellow
52,82,0.02,75,10,72,0,Green
1,72,0.0,84,4,82,2,Orange
31,70,0.0,91,6,88,4,Black
26,50,0.0,86,5,80,1,Yellow
