Cloud,Humidity,Precip,Temp,Wind,Wbgt,class,alert color
5,14,0.0,89,6,70,0,Green
6,12,0.0,86,5,66,0,Green
2,21,0.0,82,5,65,0,Green
11,49,0.0,69,2,61,0,Green
2,44,0.0,80,3,69,0,Green
6,14,0.0,91,5,71,0,Green
3,18,0.0,89,11,71,0,Green
24,36,0.0,77,2,65,0,Green
39,33,0.0,71,3,59,0,Green
43,90,0.0,64,5,63,0,Green
62,54,0.0,60,3,54,0,Green
33,37,0.0,68,1,57,0,Green
2,24,0.0,68,4,56,0,Green
2,21,0.0,66,2,54,0,Green
10,78,0.0,62,2,58,0,Green
11,87,0.0,60,4,58,0,Green
21,84,0.0,62,3,59,0,Green
21,87,0.0,62,4,59,0,Green
9,84,0.0,60,10,58,0,Green
1,57,0.0,68,9,62,0,Green
1,75,0.0,64,12,59,0,Green
18,87,0.0,59,3,57,0,Green
23,81,0.0,57,4,54,0,Green
22,86,0.0,53,4,50,0,Green
26,86,0.0,53,4,50,0,Green
70,57,0.0,66,6,60,0,Green
35,78,0.0,57,4,54,0,Green
33,72,0.0,57,3,54,0,Green
24,78,0.0,57,2,53,0,Green
18,78,0.0,55,3,52,0,Green
55,53,0.0,68,4,61,0,Green
56,58,0.0,60,6,54,0,Green
19,67,0.0,78,11,72,0,Green
35,71,0.01,75,10,70,0,Green
6,76,0.0,73,5,68,0,Green
43,71,0.02,68,3,64,0,Green
35,71,0.01,75,10,70,0,Green
